addr,name,name_confidence,name_evidence,unit,scale,offset,x_unit,x_scale,x_offset,y_unit,y_scale,y_offset,scale_confidence,fr_module,fr_page,description,x_axis_addr,x_n,x_elem,y_axis_addr,y_n,y_elem,signed
0x5D574A,KFVSTVG,hypothesis,B9 #17 re/findings/rail.md S4.4; interp_2d_u16 at 0x458C68,,,,bar,0.005,,1/min,0.25,,hypothesis,VSTMSV,1690,MSV feed-forward gain map. The FR name is a guess,,,,,,,
0x5D57AA,KFVSTVO,hypothesis,B9 #17 re/findings/rail.md S4.4; interp_2d_u16 at 0x458C90,,,,bar,0.005,,1/min,0.25,,hypothesis,VSTMSV,1690,MSV feed-forward offset map. The FR name is a guess,,,,,,,
0x5D58F0,KKAPARAIL,hypothesis,"B9 #17 re/findings/rail.md S3.4/S4.1; read at 0x45806C, 0x458544 and 0x458D88",-,,,,,,,,,static,VSTMSV,1690,"Rail-compliance constant, 20133",,,,,,,
0x5D597E,cand_KFDZK,hypothesis,B7 #15 re/findings/ignition.md S13.2; interp_2d_s8 at 0x0F44B8. D3 #41: the axis keys 0x7FD820 / 0x7FD84C are written only by FUN_000BDB58 (0x0BDB9C / 0x0BDBB0) from the shared axis blocks 0x5C8982 (nmot_w) and 0x5C89E0 (rl_w) - VERIFIED-STATIC,degCA,0.75,,%,100/4096,,1/min,0.25,,static,ZWGRU,3090,Ignition retard applied while the low-octane-fuel latch is set; 0 to -6 degCA. With E85 this must never latch - watch 0x7FD31B bits 0/1,0x5C89E2,12,u16,0x5C8984,16,u16,
0x5D5A3E,cand_KFSWKFZK,hypothesis,B7 #15 re/findings/ignition.md S13.2; interp_2d_s8 at 0x0F4398. D3 #41: axes as KFDZK,degCA,0.75,,%,100/4096,,1/min,0.25,,static,ZWGRU,3090,Switch-on threshold on the mean knock retard (0x7FCE76). -128 counts in the four lowest load columns means 'never latch there',0x5C89E2,12,u16,0x5C8984,16,u16,
0x5D5AFE,cand_KFSWKFZKR,hypothesis,B7 #15 re/findings/ignition.md S13.2; interp_2d_s8 at 0x0F440C. D3 #41: axes as KFDZK,degCA,0.75,,%,100/4096,,1/min,0.25,,static,ZWGRU,3090,Switch-back threshold of the low-octane-fuel latch,0x5C89E2,12,u16,0x5C8984,16,u16,
0x5D5BBE,cand_TSWZK,hypothesis,B7 #15 re/findings/ignition.md S13.2; debounce limit of the counter 0x802090 in zwgru_low_octane_detect 0x0F436C,-,,,,,,,,,static,ZWGRU,3090,Debounce count before the low-octane-fuel latch is set,,,,,,,
0x5D5BBF,cand_TSWZKR,hypothesis,B7 #15 re/findings/ignition.md S13.2; debounce limit of the counter 0x80208F in zwgru_low_octane_detect 0x0F436C,-,,,,,,,,,static,ZWGRU,3090,Debounce count before the low-octane-fuel latch is cleared again,,,,,,,
0x5D5BCB,cand_KFZWMN,hypothesis,"D3 #41: FUN_00458E74 is %ZWMIN - it builds 0x7FD32B and 0x7FD32C, which zwmin_select 0x41D440 turns into zwmin 0x7FD32A (re/findings/ignition.md S8). Every map is read with key_y 0x7FD5F4 (axis 0x5C7A36, nmot_w) and key_x 0x7FD84C (axis 0x5C89E0, rl_w); interp_2d_s8 at 0x458EFC, the default branch",degCA,0.75,,,,,,,,static,ZWMIN,3095,Latest permitted ignition angle (combustion limit): +21 degCA at low speed and load falling to -15 degCA at high load. It is the FR's KFZWMN by position (the unconditional branch); the label is not proven,0x5C89E2,12,u16,0x5C7A38,16,u16,
0x5D5C8B,cand_KFZWMNUM,hypothesis,"D3 #41: FUN_00458E74 is %ZWMIN - it builds 0x7FD32B and 0x7FD32C, which zwmin_select 0x41D440 turns into zwmin 0x7FD32A (re/findings/ignition.md S8). Every map is read with key_y 0x7FD5F4 (axis 0x5C7A36, nmot_w) and key_x 0x7FD84C (axis 0x5C89E0, rl_w); interp_2d_s8 at 0x458EDC, taken when 0x80156F bit 0 and 0x5C7972 bit 0 are set",degCA,0.75,,,,,,,,static,ZWMIN,3095,Alternative combustion-limit map for the BDE mode-switch branch (the same 0x80156F bit that selects KFPRSOLHMM in the rail setpoint),0x5C89E2,12,u16,0x5C7A38,16,u16,
0x5D5D4B,cand_KFZWMNST,hypothesis,"D3 #41: FUN_00458E74 is %ZWMIN - it builds 0x7FD32B and 0x7FD32C, which zwmin_select 0x41D440 turns into zwmin 0x7FD32A (re/findings/ignition.md S8). Every map is read with key_y 0x7FD5F4 (axis 0x5C7A36, nmot_w) and key_x 0x7FD84C (axis 0x5C89E0, rl_w); interp_2d_s8 at 0x458F24, taken when 0x5C7972 bit 3 is set - in the other branch the same variable is loaded from zwstt (0x802096)",degCA,0.75,,,,,,,,static,ZWMIN,3095,"Start / after-start minimum ignition angle. The FR text reads 'KFZWMNST bzw. zwstt', which is exactly the alternative this branch implements",0x5C89E2,12,u16,0x5C7A38,16,u16,
0x5D5E0B,cand_KFZWMS,hypothesis,"D3 #41: FUN_00458E74 is %ZWMIN - it builds 0x7FD32B and 0x7FD32C, which zwmin_select 0x41D440 turns into zwmin 0x7FD32A (re/findings/ignition.md S8). Every map is read with key_y 0x7FD5F4 (axis 0x5C7A36, nmot_w) and key_x 0x7FD84C (axis 0x5C89E0, rl_w); interp_2d_s8 at 0x458EA4, read unconditionally into 0x7FD327 and selected by 0x7FD321 bit 0",degCA,0.75,,,,,,,,static,ZWMIN,3095,"Second minimum-angle map, overriding the combustion limit when its enable bit is set - the FR's engine-protection map KFZWMS by position",0x5C89E2,12,u16,0x5C7A38,16,u16,
0x5D5EF4,cand_KFDZWMNST,hypothesis,"D3 #41: FUN_00458E74 is %ZWMIN - it builds 0x7FD32B and 0x7FD32C, which zwmin_select 0x41D440 turns into zwmin 0x7FD32A (re/findings/ignition.md S8). Every map is read with key_y 0x7FD5F4 (axis 0x5C7A36, nmot_w) and key_x 0x7FD84C (axis 0x5C89E0, rl_w); lookup_2d_g_u8_u8_s8(4, 0x5D5EEA, 6, 0x5D5EEE, .., nmot8, tmst) at 0x45905C, added to the ramped minimum angle",degCA,0.75,,degC,0.75,-48,1/min,100,,hypothesis,ZWMIN,3095,Additive term on the minimum ignition angle over engine speed and start temperature. All zero in this dataset,,,,,,,
0x5D7DAE,cand_KFRLMXBTS_ny,static,"E3 #41: u8 = 4, loaded at 0x0FBFD8 as the ny argument of the lookup at 0x0FBFF0 in rl_limit_charge_protect 0x0FBE74 (rail.md section 10)",-,1,,,,,,,,static,MDKOL,720,"Row count (4) of cand_KFRLMXBTS / of its nmot8 axis 0x5D7DB0 (60, 120, 180, 240 = 2400, 4800, 7200, 9600 rpm)",,,,,,,
0x5D7DAF,cand_KFRLMXBTS_nx,static,"E3 #41: u8 = 7, loaded at 0x0FBFD4 as the nx argument of the same lookup",-,1,,,,,,,,static,MDKOL,720,"Column count (7) of cand_KFRLMXBTS / of its mode axis 0x5D7DB4 (u16 0..6, the index 0x80223B)",,,,,,,
0x5D7DC2,cand_KFRLMXBTS,hypothesis,"E3 #41: lookup_2d_g_u8_u16_u16(0x5D7DAE, 0x5D7DB0, 0x5D7DAF, 0x5D7DB4, 0x5D7DC2, nmot8, 0x80223B) at 0x0FBFF0 in rl_limit_charge_protect; the result plus rlmin 0x803598 is one of the terms of 0x802350 / 0x80234C, which rl_limit_min_awea 0x0C7CF8 mins into 0x80235A (measuring id 2051)",%,100/65536,,-,1,,1/min,40,,static,MDKOL,720,"Charge-protection limit over engine speed and the mode index 0x80223B. ALL 28 CELLS ARE 0xFFFF in this dataset, i.e. the limit is off",,,,,,,
0x5D7DFA,cand_KFRLMXBTS2_ny,static,"E3 #41: u8 = 4, loaded at 0x0FC128 as the ny argument of the lookup at 0x0FC140",-,1,,,,,,,,static,MDKOL,720,"Row count (4) of cand_KFRLMXBTS2 / of its nmot8 axis 0x5D7DFC (100, 113, 125, 150 = 4000, 4520, 5000, 6000 rpm)",,,,,,,
0x5D7DFB,cand_KFRLMXBTS2_nx,static,"E3 #41: u8 = 4, loaded at 0x0FC124 as the nx argument of the same lookup",-,1,,,,,,,,static,MDKOL,720,"Column count (4) of cand_KFRLMXBTS2 / of its axis 0x5D7E00 (u16 19200, 25600, 38400, 51200, indexed by 0x80223E)",,,,,,,
0x5D7E08,cand_KFRLMXBTS2,hypothesis,"E3 #41: lookup_2d_g_u8_u16_u16(0x5D7DFA, 0x5D7DFC, 0x5D7DFB, 0x5D7E00, 0x5D7E08, nmot8, 0x80223E) at 0x0FC140, only reached when bit 3 of the code word 0x5D7E5E is set (it is 0 here) and the debounce 0x7FCA62 has run",%,100/65536,,-,1,,1/min,40,,static,MDKOL,720,Second charge-protection limit over engine speed and 0x80223E. All 16 cells are 0xFFFF and the branch is disabled by CW bit 3 = 0,,,,,,,
0x5D7E3A,cand_KLRLMXMI,hypothesis,"E3 #41: lookup_1d_u16(struct 0x5D7E28, misol_w 0x8035E6) at 0x0FBF6C; 0x802352 = result + rlmin 0x803598 while 0x7FEC86 holds, else 0xFFFF. {u16 n=8; u16 axis[8] = 0, 6554, 13107, 19661, 26214, 39321, 52428, 65535 = 0, 10, 20, 30, 40, 60, 80, 100 % of misol_w; u16 val[8]}",%,100/65536,,%,100/65536,,,,,static,MDKOL,720,"Charge limit over the torque setpoint. ALL EIGHT VALUES ARE 0xFFFF in this dataset: the limit is off, and with CW 0x5D7E5E bit 2 = 0 this curve is the only source of 0x80234C",,,,,,,
0x5D7E4A,cand_KLRLMXN_n,static,"E3 #41: u8 = 6, loaded at 0x0FC024 as the n argument of lookup_1d_g_u8_u16(0x5D7E4A, 0x5D7E4B, 0x5D7E52, nmot8) at 0x0FC034",-,1,,,,,,,,static,MDKOL,720,"Point count (6) of cand_KLRLMXN / of its nmot8 axis 0x5D7E4B (88, 90, 93, 95, 98, 100 = 3520, 3600, 3720, 3800, 3920, 4000 rpm)",,,,,,,
0x5D7E52,cand_KLRLMXN,hypothesis,"E3 #41: lookup_1d_g_u8_u16(0x5D7E4A, 0x5D7E4B, 0x5D7E52, nmot8) at 0x0FC034 in rl_limit_charge_protect; the result plus rlmin 0x803598 is a charge limit armed by 0x7FE998",%,100/65536,,1/min,40,,,,,static,MDKOL,720,Charge limit over a narrow engine-speed band (3520..4000 rpm). All six values are 0xFFFF: off in this dataset,,,,,,,
0x5D7E5E,cand_CWRLMXBTS,hypothesis,"E3 #41: u8 = 0x00, read at 0x0FBFAC (bit 0), 0x0FC1B4 (bit 2), 0x0FC1EC (bit 1) and 0x0FC0D4 (bit 3) in rl_limit_charge_protect. Bit 0 replaces cand_KFRLMXBTS by the RAM value 0x80342A, bit 1 lets 0x80234E carry the limit instead of 0xFFFF, bit 2 replaces 0x80234C by 0x800CFE, bit 3 enables the cand_KFRLMXBTS2 branch",-,,,,,,,,,static,MDKOL,720,"Code word of the charge-protection limiter. 0x00 here, so every optional branch is off and 0x80234C follows cand_KLRLMXMI alone",,,,,,,
0x5D7E5F,cand_TMRLMXBTS,hypothesis,"E3 #41: u8 = 11, compared at 0x0FC060 as 0x5D7E5F < 0x7FD3F7; 0x7FD3F7 is the u8 temperature that also indexes KLPRMAX and KLPRSOLFAK (rail.md section 3.2, read as 0.75 degC/LSB - 48), so 11 = -39.75 degC",degC,0.75,-48,,,,,,,hypothesis,MDKOL,720,"Temperature above which the cand_KFRLMXBTS branch is armed: -39.75 degC, i.e. always",,,,,,,
0x5D7E60,cand_TDRLMXBTS,hypothesis,"E3 #41: u8 = 15, the third argument of the debounce FUN_004105E4(&0x7FCA62, cond, this) at 0x0FC0EC",-,1,,,,,,,,static,MDKOL,720,Debounce count (15) of the cand_KFRLMXBTS2 branch,,,,,,,
0x5D7E61,cand_TDRLMXBTS2,hypothesis,"E3 #41: u8 = 0, the third argument of FUN_004104C4(&0x7FCA65, misol_w != 0, this) at 0x0FBEE0; also read by FUN_001346FC at 0x134718",-,1,,,,,,,,static,MDKOL,720,Debounce count (0) of the 'torque setpoint non-zero' condition 0x7FCA64,,,,,,,
0x5D7E62,cand_XRLMXBTS1,hypothesis,"E3 #41: u8 = 0, compared at 0x0FC074 as 0x5D7E62 <= 0x802257 together with cand_TMRLMXBTS to arm the cand_KFRLMXBTS branch",-,1,,,,,,,,hypothesis,MDKOL,720,"Threshold on 0x802257 that arms the cand_KFRLMXBTS branch. 0, i.e. always true",,,,,,,
0x5D7E63,cand_XRLMXBTS2,hypothesis,"E3 #41: u8 = 28, compared at 0x0FC104 as 0x802257 < 0x5D7E63 in the cand_KFRLMXBTS2 branch",-,1,,,,,,,,hypothesis,MDKOL,720,Upper threshold (28) on 0x802257 for the second charge-protection branch,,,,,,,
0x5D7E64,cand_XRLMXBTS3,hypothesis,"E3 #41: u8 = 12, compared at 0x0FBF10 as 0x5D7E64 <= 0x802257 in the condition that sets 0x7FEC86, the flag that lets cand_KLRLMXMI reach 0x802352",-,1,,,,,,,,hypothesis,MDKOL,720,Threshold (12) on 0x802257 that arms the torque-indexed charge limit,,,,,,,
0x5D7E76,cand_KFFRLMXN,hypothesis,"E3 #41: lookup_2d_u8(struct 0x5D7E66, nmot8, 0x80223B) at 0x0FC324 in FUN_000FC250; the result multiplies the temperature factor (cand_KLFRLMXT) in Q7 before it becomes 0x802362. Axes read out of the struct: ny = u8@0x5D7E66 = 6 (0x5D7E68 = 25, 50, 75, 100, 125, 150 = 1000..6000 rpm at 40 rpm/LSB), nx = u8@0x5D7E67 = 8 (0x5D7E6E = 0..7, the mode index)",-,1/128,,-,1,,1/min,40,,static,MDKOL,720,Speed- and mode-dependent weighting of the charge-limit factor 0x802362. All 48 cells are 128 = 1.0 (neutral) in this dataset,,,,,,,
0x5D7EA6,cand_KLRLMXNRED_n,static,"E3 #41: u8 = 6, the n argument of lookup_1d_g_u8_u16(0x5D7EA6, 0x5D7EA7, 0x5D7EAE, nmot8) at 0x0FC29C in FUN_000FC250",-,1,,,,,,,,static,MDKOL,720,"Point count (6) of cand_KLRLMXNRED / of its nmot8 axis 0x5D7EA7 (88, 100, 113, 125, 138, 163 = 3520, 4000, 4520, 5000, 5520, 6520 rpm)",,,,,,,
0x5D7EAE,cand_KLRLMXNRED,hypothesis,"E3 #41: lookup_1d_g_u8_u16(0x5D7EA6, 0x5D7EA7, 0x5D7EAE, nmot8) at 0x0FC29C; the result is ramped (FUN_00410EF0 with cand_DRLMXUP / cand_DRLMXDN) into 0x802358, one of the five inputs of the min-chain rl_limit_min_awea 0x0C7CF8. Armed by the debounced flag 0x7FCA75, and 0xFFFF (no limit) when it is clear",%,100/65536,,1/min,40,,,,,static,MDKOL,720,"Speed-dependent charge ceiling of the fault path: 100 % up to 3520 rpm, then 71, 60, 55, 52, 50 % at 4000, 4520, 5000, 5520, 6520 rpm. The most aggressive limiter in the min-chain, but only while its flag is armed",,,,,,,
0x5D7EBF,cand_KLFRLMXT,hypothesis,"E3 #41: lookup_1d_u8(struct 0x5D7EBA, 0x802363) at 0x0FC2FC; the struct is {u8 n=4; u8 axis[4] = 218, 219, 220, 221; u8 val[4] = 255, 255, 255, 255}. 0x802363 is 0x7FD3F7 (or 0x80229B when 0x5D7ED6 bit 0 is set), the u8 temperature of rail.md section 3.2, so the axis is 115.5, 116.25, 117.0, 117.75 degC. The result feeds 0x802362, and 0x802360 = 0xFFFF as soon as 0x802362 >= 0x80, so a value of 255 means 'no limit'",-,1/128,,degC,0.75,-48,,,,static,MDKOL,720,"Temperature-dependent charge-limit factor, 115.5..117.75 degC. All four points are 255 (>= 1.0), which switches the limit off",,,,,,,
0x5D7EC4,cand_TDRLMXGK,hypothesis,"E3 #41: u16 = 0, the third argument of FUN_004107E8(&0x7FCA6C, mixture_running, this, cand_TDRLMXGK2) at 0x0FC5BC in FUN_000FC250",-,1,,,,,,,,static,MDKOL,720,On-delay (0) of the mixture condition that arms the rail-pressure charge limit 0x80235E,,,,,,,
0x5D7EC6,cand_DPRRLMXMN,hypothesis,"E3 #41: s16 = 0, the floor applied to 0x802354 = prist_w - cand_PRRLMX at 0x0FC5EC; prist_w is the rail pressure at 0.005 bar/LSB (rail.md section 2)",bar,0.005,,,,,,,,static,MDKOL,720,Lower clamp (0.0 bar) of the rail-pressure deviation that scales the charge limit 0x80235E,,,,,,,
0x5D7EC8,cand_DPRRLMXSW,hypothesis,"E3 #41: s16 = 0, compared at 0x0FC4E0 as 0x5D7EC8 < 0x802354 to clear the state bit 0x7FEC88 (set again when 0x802354 < 1)",bar,0.005,,,,,,,,static,MDKOL,720,Rail-pressure deviation (0.0 bar) that switches the two branches of the 0x80235E limiter,,,,,,,
0x5D7ECA,cand_TDRLMXGK2,hypothesis,"E3 #41: u16 = 0, the fourth argument of the same FUN_004107E8 call at 0x0FC5BC",-,1,,,,,,,,static,MDKOL,720,Off-delay (0) of the mixture condition that arms the rail-pressure charge limit,,,,,,,
0x5D7ECC,cand_KVRLMXPR1,hypothesis,"E3 #41: u16 = 84, the gain of 0x80235E: (0x802354 * 0x5D7ECC) >> 9 at 0x0FC600, i.e. 84/512 = 0.164 charge counts per rail-pressure count",-,1/512,,,,,,,,static,MDKOL,720,"Gain (0.164) from rail-pressure deviation to permitted charge, first branch",,,,,,,
0x5D7ECE,cand_KVRLMXPR2,hypothesis,"E3 #41: u16 = 84, the same conversion on the second branch: (0x802354 * 0x5D7ECE) >> 9 at 0x0FC544",-,1/512,,,,,,,,static,MDKOL,720,"Gain (0.164) from rail-pressure deviation to permitted charge, second branch",,,,,,,
0x5D7ED0,cand_PRRLMX,hypothesis,"E3 #41: u16 = 0, subtracted from prist_w at 0x0FC46C to build the deviation 0x802354; prist_w is 0.005 bar/LSB",bar,0.005,,,,,,,,static,MDKOL,720,"Rail-pressure reference of the 0x80235E charge limit. 0 bar here, so the deviation is simply the rail pressure",,,,,,,
0x5D7ED2,cand_DRLMXDN,hypothesis,"E3 #41: u16 = 768, the ramp constant handed to FUN_00410EF0(&0x7FCA70, target, this) at 0x0FC2EC when the fault flag 0x7FCA75 is clear",-,1,,,,,,,,static,MDKOL,720,Ramp step (768) with which 0x802358 returns to 0xFFFF after the limit releases,,,,,,,
0x5D7ED4,cand_DRLMXUP,hypothesis,"E3 #41: u16 = 13056, the ramp constant of the same call while 0x7FCA75 is set",-,1,,,,,,,,static,MDKOL,720,Ramp step (13056) with which 0x802358 follows cand_KLRLMXNRED down while the limit is armed,,,,,,,
0x5D7ED6,cand_CWRLMXPR,hypothesis,"E3 #41: u8 = 0, read at 0x0FC2C8; bit 0 replaces the temperature 0x7FD3F7 by 0x80229B as the input 0x802363 of cand_KLFRLMXT",-,,,,,,,,,static,MDKOL,720,"Code word of FUN_000FC250. 0x00, so the KLPRMAX temperature 0x7FD3F7 is the live input",,,,,,,
0x5D7ED7,cand_DFRLMX,hypothesis,"E3 #41: u8 = 1, the per-activation step limit of the factor 0x802362: the new value is clamped to [0x802362 - this, 0x802362 + this] by FUN_00410AA8 at 0x0FC408",-,1/128,,,,,,,,static,MDKOL,720,Maximum change (1/128 per activation) of the charge-limit factor 0x802362,,,,,,,
0x5D7ED8,cand_TMFRLMXON,hypothesis,"E3 #41: u8 = 13, the third argument of FUN_004107E8(&0x7FCA74, 0x802363, this, cand_TMFRLMXOFF) at 0x0FC348; 0x802363 is the u8 temperature of rail.md section 3.2, so 13 = -38.25 degC",degC,0.75,-48,,,,,,,hypothesis,MDKOL,720,Lower temperature threshold (-38.25 degC) that arms the cand_KFFRLMXN weighting,,,,,,,
0x5D7ED9,cand_TMRLMXPR,hypothesis,"E3 #41: u8 = 37, compared at 0x0FC518 as 0x7FD3F7 < 0x5D7ED9 - the enable of the whole rail-pressure charge limit 0x80235E. Read as the usual Bosch u8 temperature, 37 = -20.25 degC",degC,0.75,-48,,,,,,,hypothesis,MDKOL,720,"The rail-pressure charge limit 0x80235E only runs below -20.25 degC, so it is inactive in normal operation. Raising this value is what would arm it",,,,,,,
0x5D7EDA,cand_TMFRLMXOFF,hypothesis,"E3 #41: u8 = 216, the fourth argument of the same FUN_004107E8 call at 0x0FC348; 216 = 114.0 degC at 0.75 degC/LSB - 48",degC,0.75,-48,,,,,,,hypothesis,MDKOL,720,Upper temperature threshold (114.0 degC) of the cand_KFFRLMXN weighting,,,,,,,
0x5D7EDB,cand_TDRLMXNRED,hypothesis,"E3 #41: u8 = 200, the third argument of FUN_00410654(&0x7FCA75, 0x7FCA77, this) at 0x0FC280 - the second stage of the debounce that arms cand_KLRLMXNRED",-,1,,,,,,,,static,MDKOL,720,Hold time (200 activations) of the speed-dependent charge ceiling after its condition falls away,,,,,,,
0x5D7EDC,cand_TDRLMXNRED2,hypothesis,"E3 #41: u8 = 0, the third argument of FUN_004105E4(&0x7FCA77, 0x7FEA84, this) at 0x0FC268 - the first stage of the same debounce",-,1,,,,,,,,static,MDKOL,720,On-delay (0) of the flag 0x7FEA84 that arms the speed-dependent charge ceiling,,,,,,,
0x5D7F2C,TMOTNMX,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; compared with the u8 temperature 0x7FD3F7 at 0x0FC764, with a 7-count hysteresis",degC,0.75,-48,,,,,,,static,NMAXMD,484,Coolant-temperature threshold that arms the short-term raised speed limit: 157 = 69.75 degC,,,,,,,
0x5D7F2E,CWNMXMD,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; tested bit by bit at 0x0FCA34-0x0FCB40 (bits 0..8) to decide whether each limit source also sets the injection-cut-off flag 0x7FEC8E",-,,,,,,,,,static,NMAXMD,484,"Code word of the speed limiter, 0x00FF: one bit per limit source",,,,,,,
0x5D7F30,ITNMXH,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; counter limit at 0x0FC7F0",-,,,,,,,,,static,NMAXMD,484,"Dwell below the lower speed limit before the raised limit is armed, 25 steps of the task raster",,,,,,,
0x5D7F32,NMAXDV,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC8A0, used when 0x7F9E2E bit 0 (vehicle-speed error) is set and the gearbox is manual",1/min,0.25,,,,,,,,static,NMAXMD,484,Engine speed limit while the vehicle-speed signal is faulty: 26000 = 6500 rpm,,,,,,,
0x5D7F44,cand_NMAXHMM,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC964, applied when 0x7FEADD is set",1/min,0.25,,,,,,,,static,NMAXMD,484,"Mode-dependent speed limit, 26000 = 6500 rpm, i.e. no reduction in this dataset",,,,,,,
0x5D7F56,cand_NMAXNOT3,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC9E0, applied when 0x7FD053 bit 2 is set",1/min,0.25,,,,,,,,static,NMAXMD,484,"Severe limp-home speed limit, 5888 = 1472 rpm",,,,,,,
0x5D7F58,cand_NMAXSCH,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC9AC, applied when 0x7FD053 bit 0 is set",1/min,0.25,,,,,,,,static,NMAXMD,484,"Limp-home speed limit, 17000 = 4250 rpm",,,,,,,
0x5D7F5A,cand_NMAXKR,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC9F4, applied when 0x7FD431 bit 1 is set",1/min,0.25,,,,,,,,static,NMAXMD,484,"Reduced speed limit, 24000 = 6000 rpm. The FR has NMAXKR (knock-control safety retard) for this shape; the arming bit was not traced",,,,,,,
0x5D7F5C,cand_NMAXNL,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC948, applied when 0x7FEAD3 is set",1/min,0.25,,,,,,,,static,NMAXMD,484,"Limp-home speed limit, 16000 = 4000 rpm",,,,,,,
0x5D7F6E,cand_NMAXNOT2,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; read at 0x0FC9B4, applied when 0x7FD053 bits 0 and 1 are set",1/min,0.25,,,,,,,,static,NMAXMD,484,"Second-stage limp-home speed limit, 13000 = 3250 rpm",,,,,,,
0x5D7F94,TNMXH,hypothesis,"D3 #41: FUN_000FC74C is %NMAXMD. It selects a maximum engine speed from a per-gear table indexed by gangist (0x80223C), takes the minimum with every limp-home limit, writes nmax to 0x8034A2/0x8034A4 and the limiter flag to 0x7FEC8E. Every cell below is read by that function only; the FR label comes from the ABK table on p487; reload of the down-counter 0x80236A at 0x0FC800",-,,,,,,,,,static,NMAXMD,484,"Maximum duration of the raised speed limit, 40 steps of the task raster",,,,,,,
0x5D863C,cand_KFMIOPRL,hypothesis,"E3 #41: lookup_2d_u16(struct 0x5D8600, key_1 = 0x8034B8, key_2 = nmot_w) at 0x45FBD4 / 0x45FC54 in FUN_0045FAA8; the result is maxed with misol_w (0x8035E6) into 0x802470, so it is a torque in misol_w's 100/65536 %/LSB and it is a function of charge. Axis 0x5D8604 (16 u16 = 0, 2294, 4588, 6881, 9830, 11469, 13435, 15401, 17367, 20644, 23921, 27525, 30802, 32768, 36045, 39322 = 0, 7, 14, 21, 30, 35, 41, 47, 53, 63, 73, 84, 94, 100, 110, 120 % at the 100/32768 %/LSB of 0x8034B8) and axis 0x5D8624 (12 u16 = 2800..24000 = 700..6000 rpm). Top row 65277 = 99.6 %",%,100/65536,,1/min,0.25,,%,100/32768,,static,MDBAS,729,"Indicated torque from the alternative charge request 0x8034B8 and engine speed - a second KFMIOP-shaped map on a coarser grid, 0..99.6 %. Used by FUN_0045FAA8 to turn a charge request into the torque 0x802470",,,,,,,
