cpu_addr,file_off,space,kind,name,size,evidence,confidence,source,notes
0x0D4EBC,0x0D4EBC,ext_flash,func,FUN_000d4ebc,0x464,ghidra passat_azx_ori.bin 2026-09-15 @0D4EBC,hypothesis,ghidra,
0x0D5320,0x0D5320,ext_flash,func,FUN_000d5320,0x9C,ghidra passat_azx_ori.bin 2026-09-15 @0D5320,hypothesis,ghidra,
0x0D53C0,0x0D53C0,ext_flash,func,FUN_000d53c0,0xB88,ghidra passat_azx_ori.bin 2026-09-15 @0D53C0,hypothesis,ghidra,
0x0D5F48,0x0D5F48,ext_flash,func,FUN_000d5f48,0x4C4,ghidra passat_azx_ori.bin 2026-09-15 @0D5F48,hypothesis,ghidra,
0x0D640C,0x0D640C,ext_flash,func,FUN_000d640c,0x598,ghidra passat_azx_ori.bin 2026-09-15 @0D640C,hypothesis,ghidra,
0x0D69A8,0x0D69A8,ext_flash,func,FUN_000d69a8,0xB98,ghidra passat_azx_ori.bin 2026-09-15 @0D69A8,hypothesis,ghidra,
0x0D7540,0x0D7540,ext_flash,func,FUN_000d7540,0x334,ghidra passat_azx_ori.bin 2026-09-15 @0D7540,hypothesis,ghidra,
0x0D7878,0x0D7878,ext_flash,func,FUN_000d7878,0x310C,ghidra passat_azx_ori.bin 2026-09-15 @0D7878,hypothesis,ghidra,
0x0DA984,0x0DA984,ext_flash,func,FUN_000da984,0x264,ghidra passat_azx_ori.bin 2026-09-15 @0DA984,hypothesis,ghidra,
0x0DABE8,0x0DABE8,ext_flash,func,FUN_000dabe8,0x680,ghidra passat_azx_ori.bin 2026-09-15 @0DABE8,hypothesis,ghidra,
0x0DB26C,0x0DB26C,ext_flash,func,FUN_000db26c,0x1E34,ghidra passat_azx_ori.bin 2026-09-15 @0DB26C,hypothesis,ghidra,
0x0DD0A0,0x0DD0A0,ext_flash,func,FUN_000dd0a0,0x374,ghidra passat_azx_ori.bin 2026-09-15 @0DD0A0,hypothesis,ghidra,
0x0DD418,0x0DD418,ext_flash,func,FUN_000dd418,0x944,ghidra passat_azx_ori.bin 2026-09-15 @0DD418,hypothesis,ghidra,
0x0DDD60,0x0DDD60,ext_flash,func,FUN_000ddd60,0x5CC,ghidra passat_azx_ori.bin 2026-09-15 @0DDD60,hypothesis,ghidra,
0x0DE32C,0x0DE32C,ext_flash,func,FUN_000de32c,0x194,ghidra passat_azx_ori.bin 2026-09-15 @0DE32C,hypothesis,ghidra,
0x0DE4C4,0x0DE4C4,ext_flash,func,FUN_000de4c4,0x2CC,ghidra passat_azx_ori.bin 2026-09-15 @0DE4C4,hypothesis,ghidra,
0x0DE794,0x0DE794,ext_flash,func,FUN_000de794,0xBE0,ghidra passat_azx_ori.bin 2026-09-15 @0DE794,hypothesis,ghidra,
0x0DF680,0x0DF680,ext_flash,func,FUN_000df680,0x108,ghidra passat_azx_ori.bin 2026-09-15 @0DF680,hypothesis,ghidra,
0x0DF788,0x0DF788,ext_flash,func,FUN_000df788,0x59C,ghidra passat_azx_ori.bin 2026-09-15 @0DF788,hypothesis,ghidra,
0x0DFD24,0x0DFD24,ext_flash,func,FUN_000dfd24,0x1E4,ghidra passat_azx_ori.bin 2026-09-15 @0DFD24,hypothesis,ghidra,
0x0DFF0C,0x0DFF0C,ext_flash,func,FUN_000dff0c,0x46C,ghidra passat_azx_ori.bin 2026-09-15 @0DFF0C,hypothesis,ghidra,
0x0E0378,0x0E0378,ext_flash,func,FUN_000e0378,0x320,ghidra passat_azx_ori.bin 2026-09-15 @0E0378,hypothesis,ghidra,
0x0E069C,0x0E069C,ext_flash,func,FUN_000e069c,0x5C,ghidra passat_azx_ori.bin 2026-09-15 @0E069C,hypothesis,ghidra,
0x0E06F8,0x0E06F8,ext_flash,func,FUN_000e06f8,0x208,ghidra passat_azx_ori.bin 2026-09-15 @0E06F8,hypothesis,ghidra,
0x0E0900,0x0E0900,ext_flash,func,FUN_000e0900,0xD4,ghidra passat_azx_ori.bin 2026-09-15 @0E0900,hypothesis,ghidra,
0x0E0A0C,0x0E0A0C,ext_flash,func,FUN_000e0a0c,0x514,ghidra passat_azx_ori.bin 2026-09-15 @0E0A0C,hypothesis,ghidra,
0x0E0F20,0x0E0F20,ext_flash,func,FUN_000e0f20,0x134,ghidra passat_azx_ori.bin 2026-09-15 @0E0F20,hypothesis,ghidra,
0x0E1058,0x0E1058,ext_flash,func,FUN_000e1058,0x6C0,ghidra passat_azx_ori.bin 2026-09-15 @0E1058,hypothesis,ghidra,
0x0E1718,0x0E1718,ext_flash,func,FUN_000e1718,0x64,ghidra passat_azx_ori.bin 2026-09-15 @0E1718,hypothesis,ghidra,
0x0E1780,0x0E1780,ext_flash,func,FUN_000e1780,0x580,ghidra passat_azx_ori.bin 2026-09-15 @0E1780,hypothesis,ghidra,
0x0E1D04,0x0E1D04,ext_flash,func,FUN_000e1d04,0xC4C,ghidra passat_azx_ori.bin 2026-09-15 @0E1D04,hypothesis,ghidra,
0x0E2950,0x0E2950,ext_flash,func,FUN_000e2950,0xA18,ghidra passat_azx_ori.bin 2026-09-15 @0E2950,hypothesis,ghidra,
0x0E336C,0x0E336C,ext_flash,func,FUN_000e336c,0xA14,ghidra passat_azx_ori.bin 2026-09-15 @0E336C,hypothesis,ghidra,
0x0E3D80,0x0E3D80,ext_flash,func,FUN_000e3d80,0x34C,ghidra passat_azx_ori.bin 2026-09-15 @0E3D80,hypothesis,ghidra,
0x0E40D0,0x0E40D0,ext_flash,func,FUN_000e40d0,0x2E38,ghidra passat_azx_ori.bin 2026-09-15 @0E40D0,hypothesis,ghidra,
0x0E6F08,0x0E6F08,ext_flash,func,FUN_000e6f08,0xB04,ghidra passat_azx_ori.bin 2026-09-15 @0E6F08,hypothesis,ghidra,
0x0E7A0C,0x0E7A0C,ext_flash,func,FUN_000e7a0c,0x84C,ghidra passat_azx_ori.bin 2026-09-15 @0E7A0C,hypothesis,ghidra,
0x0E825C,0x0E825C,ext_flash,func,FUN_000e825c,0x794,ghidra passat_azx_ori.bin 2026-09-15 @0E825C,hypothesis,ghidra,
0x0E89F0,0x0E89F0,ext_flash,func,FUN_000e89f0,0xD0,ghidra passat_azx_ori.bin 2026-09-15 @0E89F0,hypothesis,ghidra,
0x0E8AC0,0x0E8AC0,ext_flash,func,FUN_000e8ac0,0x174,ghidra passat_azx_ori.bin 2026-09-15 @0E8AC0,hypothesis,ghidra,
0x0E8C34,0x0E8C34,ext_flash,func,FUN_000e8c34,0x168,ghidra passat_azx_ori.bin 2026-09-15 @0E8C34,hypothesis,ghidra,
0x0E8D9C,0x0E8D9C,ext_flash,func,FUN_000e8d9c,0x48,ghidra passat_azx_ori.bin 2026-09-15 @0E8D9C,hypothesis,ghidra,
0x0E8DE4,0x0E8DE4,ext_flash,func,FUN_000e8de4,0x158,ghidra passat_azx_ori.bin 2026-09-15 @0E8DE4,hypothesis,ghidra,
0x0E8F3C,0x0E8F3C,ext_flash,func,FUN_000e8f3c,0x54,ghidra passat_azx_ori.bin 2026-09-15 @0E8F3C,hypothesis,ghidra,
0x0E8FC0,0x0E8FC0,ext_flash,func,FUN_000e8fc0,0x1A8,ghidra passat_azx_ori.bin 2026-09-15 @0E8FC0,hypothesis,ghidra,
0x0E9188,0x0E9188,ext_flash,func,FUN_000e9188,0xB60,ghidra passat_azx_ori.bin 2026-09-15 @0E9188,hypothesis,ghidra,
0x0E9D04,0x0E9D04,ext_flash,func,FUN_000e9d04,0x9DC,ghidra passat_azx_ori.bin 2026-09-15 @0E9D04,hypothesis,ghidra,
0x0EA6E0,0x0EA6E0,ext_flash,func,FUN_000ea6e0,0x1AC,ghidra passat_azx_ori.bin 2026-09-15 @0EA6E0,hypothesis,ghidra,
0x0EA8A8,0x0EA8A8,ext_flash,func,FUN_000ea8a8,0x29C,ghidra passat_azx_ori.bin 2026-09-15 @0EA8A8,hypothesis,ghidra,
0x0EAB44,0x0EAB44,ext_flash,func,FUN_000eab44,0x54,ghidra passat_azx_ori.bin 2026-09-15 @0EAB44,hypothesis,ghidra,
0x0EAB98,0x0EAB98,ext_flash,func,FUN_000eab98,0x40,ghidra passat_azx_ori.bin 2026-09-15 @0EAB98,hypothesis,ghidra,
0x0EABDC,0x0EABDC,ext_flash,func,FUN_000eabdc,0x6AC,ghidra passat_azx_ori.bin 2026-09-15 @0EABDC,hypothesis,ghidra,
0x0EB28C,0x0EB28C,ext_flash,func,FUN_000eb28c,0x1658,ghidra passat_azx_ori.bin 2026-09-15 @0EB28C,hypothesis,ghidra,
0x0EC8E4,0x0EC8E4,ext_flash,func,FUN_000ec8e4,0x148,ghidra passat_azx_ori.bin 2026-09-15 @0EC8E4,hypothesis,ghidra,
0x0ECA30,0x0ECA30,ext_flash,func,FUN_000eca30,0x3D8,ghidra passat_azx_ori.bin 2026-09-15 @0ECA30,hypothesis,ghidra,
0x0ECE0C,0x0ECE0C,ext_flash,func,FUN_000ece0c,0x6C,ghidra passat_azx_ori.bin 2026-09-15 @0ECE0C,hypothesis,ghidra,
0x0ECE7C,0x0ECE7C,ext_flash,func,FUN_000ece7c,0x1E4C,ghidra passat_azx_ori.bin 2026-09-15 @0ECE7C,hypothesis,ghidra,
0x0EF3A4,0x0EF3A4,ext_flash,func,FUN_000ef3a4,0xF68,ghidra passat_azx_ori.bin 2026-09-15 @0EF3A4,hypothesis,ghidra,
0x0F0310,0x0F0310,ext_flash,func,FUN_000f0310,0x754,ghidra passat_azx_ori.bin 2026-09-15 @0F0310,hypothesis,ghidra,
0x0F0A68,0x0F0A68,ext_flash,func,FUN_000f0a68,0xBF0,ghidra passat_azx_ori.bin 2026-09-15 @0F0A68,hypothesis,ghidra,
0x0F1658,0x0F1658,ext_flash,func,FUN_000f1658,0x2D8,ghidra passat_azx_ori.bin 2026-09-15 @0F1658,hypothesis,ghidra,
0x0F1930,0x0F1930,ext_flash,func,FUN_000f1930,0x1EC,ghidra passat_azx_ori.bin 2026-09-15 @0F1930,hypothesis,ghidra,
0x0F1B1C,0x0F1B1C,ext_flash,func,FUN_000f1b1c,0x3C4,ghidra passat_azx_ori.bin 2026-09-15 @0F1B1C,hypothesis,ghidra,
0x0F1EE4,0x0F1EE4,ext_flash,func,FUN_000f1ee4,0x1224,ghidra passat_azx_ori.bin 2026-09-15 @0F1EE4,hypothesis,ghidra,
0x0F3108,0x0F3108,ext_flash,func,FUN_000f3108,0x2B4,ghidra passat_azx_ori.bin 2026-09-15 @0F3108,hypothesis,ghidra,
0x0F33BC,0x0F33BC,ext_flash,func,FUN_000f33bc,0x184,ghidra passat_azx_ori.bin 2026-09-15 @0F33BC,hypothesis,ghidra,
0x0F3540,0x0F3540,ext_flash,func,FUN_000f3540,0x3E4,ghidra passat_azx_ori.bin 2026-09-15 @0F3540,hypothesis,ghidra,
0x0F3924,0x0F3924,ext_flash,func,FUN_000f3924,0x294,ghidra passat_azx_ori.bin 2026-09-15 @0F3924,hypothesis,ghidra,
0x0F3BD4,0x0F3BD4,ext_flash,func,FUN_000f3bd4,0x220,ghidra passat_azx_ori.bin 2026-09-15 @0F3BD4,hypothesis,ghidra,
0x0F3DF8,0x0F3DF8,ext_flash,func,FUN_000f3df8,0x494,ghidra passat_azx_ori.bin 2026-09-15 @0F3DF8,hypothesis,ghidra,
0x0F4290,0x0F4290,ext_flash,func,FUN_000f4290,0xDC,ghidra passat_azx_ori.bin 2026-09-15 @0F4290,hypothesis,ghidra,
0x0F436C,0x0F436C,ext_flash,func,zwgru_low_octane_detect,0x16C,ghidra passat_azx_ori.bin 2026-09-15 @0F436C,static,ghidra,"VERIFIED-STATIC (B7, issue #15). FR %ZWGRU low-octane-fuel branch (p3090). Compares the mean knock retard 0x7FCE76 with KFSWKFZK 0x5D5A3E and KFSWKFZKR 0x5D5AFE, debounces with 0x5D5BBE/0x5D5BBF into 0x7FD31B bits 0/1 and the latch 0x7F9424 bit 0, then sets 0x80208E = KFDZK 0x5D597E or 0. 0x80208E is added by zwbas_per_bank. re/findings/ignition.md section 13.2."
0x0F44D8,0x0F44D8,ext_flash,func,FUN_000f44d8,0x374,ghidra passat_azx_ori.bin 2026-09-15 @0F44D8,hypothesis,ghidra,
0x0F484C,0x0F484C,ext_flash,func,FUN_000f484c,0x300,ghidra passat_azx_ori.bin 2026-09-15 @0F484C,hypothesis,ghidra,
0x0F4B4C,0x0F4B4C,ext_flash,func,FUN_000f4b4c,0x498,ghidra passat_azx_ori.bin 2026-09-15 @0F4B4C,hypothesis,ghidra,
0x0F4FE4,0x0F4FE4,ext_flash,func,FUN_000f4fe4,0x6F4,ghidra passat_azx_ori.bin 2026-09-15 @0F4FE4,hypothesis,ghidra,
0x0F56D8,0x0F56D8,ext_flash,func,FUN_000f56d8,0x198,ghidra passat_azx_ori.bin 2026-09-15 @0F56D8,hypothesis,ghidra,
0x0F5870,0x0F5870,ext_flash,func,FUN_000f5870,0x48,ghidra passat_azx_ori.bin 2026-09-15 @0F5870,hypothesis,ghidra,
0x0F58B8,0x0F58B8,ext_flash,func,FUN_000f58b8,0x2B8,ghidra passat_azx_ori.bin 2026-09-15 @0F58B8,hypothesis,ghidra,
0x0F5BA4,0x0F5BA4,ext_flash,func,FUN_000f5ba4,0xDC,ghidra passat_azx_ori.bin 2026-09-15 @0F5BA4,hypothesis,ghidra,
0x0F5C80,0x0F5C80,ext_flash,func,FUN_000f5c80,0x64,ghidra passat_azx_ori.bin 2026-09-15 @0F5C80,hypothesis,ghidra,
0x0F5CE8,0x0F5CE8,ext_flash,func,FUN_000f5ce8,0x4D4,ghidra passat_azx_ori.bin 2026-09-15 @0F5CE8,hypothesis,ghidra,
0x0F61C0,0x0F61C0,ext_flash,func,FUN_000f61c0,0x178,ghidra passat_azx_ori.bin 2026-09-15 @0F61C0,hypothesis,ghidra,
0x0F6338,0x0F6338,ext_flash,func,FUN_000f6338,0x78,ghidra passat_azx_ori.bin 2026-09-15 @0F6338,hypothesis,ghidra,
0x0F63B0,0x0F63B0,ext_flash,func,FUN_000f63b0,0x204,ghidra passat_azx_ori.bin 2026-09-15 @0F63B0,hypothesis,ghidra,
0x0F65EC,0x0F65EC,ext_flash,func,FUN_000f65ec,0xC8,ghidra passat_azx_ori.bin 2026-09-15 @0F65EC,hypothesis,ghidra,
0x0F66B4,0x0F66B4,ext_flash,func,FUN_000f66b4,0x390,ghidra passat_azx_ori.bin 2026-09-15 @0F66B4,hypothesis,ghidra,
0x0F6A44,0x0F6A44,ext_flash,func,FUN_000f6a44,0x5B8,ghidra passat_azx_ori.bin 2026-09-15 @0F6A44,hypothesis,ghidra,
0x0F6FFC,0x0F6FFC,ext_flash,func,FUN_000f6ffc,0xA0,ghidra passat_azx_ori.bin 2026-09-15 @0F6FFC,hypothesis,ghidra,
0x0F714C,0x0F714C,ext_flash,func,FUN_000f714c,0xC98,ghidra passat_azx_ori.bin 2026-09-15 @0F714C,hypothesis,ghidra,
0x0F7DE4,0x0F7DE4,ext_flash,func,FUN_000f7de4,0x30,ghidra passat_azx_ori.bin 2026-09-15 @0F7DE4,hypothesis,ghidra,
0x0F7E14,0x0F7E14,ext_flash,func,FUN_000f7e14,0x80,ghidra passat_azx_ori.bin 2026-09-15 @0F7E14,hypothesis,ghidra,
0x0F7E94,0x0F7E94,ext_flash,func,FUN_000f7e94,0x164,ghidra passat_azx_ori.bin 2026-09-15 @0F7E94,hypothesis,ghidra,
0x0F82A8,0x0F82A8,ext_flash,func,FUN_000f82a8,0x304,ghidra passat_azx_ori.bin 2026-09-15 @0F82A8,hypothesis,ghidra,
0x0F8608,0x0F8608,ext_flash,func,FUN_000f8608,0xA0,ghidra passat_azx_ori.bin 2026-09-15 @0F8608,hypothesis,ghidra,
0x0F86AC,0x0F86AC,ext_flash,func,FUN_000f86ac,0x398,ghidra passat_azx_ori.bin 2026-09-15 @0F86AC,hypothesis,ghidra,
0x0F8A44,0x0F8A44,ext_flash,func,FUN_000f8a44,0x680,ghidra passat_azx_ori.bin 2026-09-15 @0F8A44,hypothesis,ghidra,
0x0F90C8,0x0F90C8,ext_flash,func,FUN_000f90c8,0x21F8,ghidra passat_azx_ori.bin 2026-09-15 @0F90C8,hypothesis,ghidra,
0x0FB2C0,0x0FB2C0,ext_flash,func,FUN_000fb2c0,0x270,ghidra passat_azx_ori.bin 2026-09-15 @0FB2C0,hypothesis,ghidra,
0x0FB534,0x0FB534,ext_flash,func,FUN_000fb534,0x23C,ghidra passat_azx_ori.bin 2026-09-15 @0FB534,hypothesis,ghidra,
0x0FB818,0x0FB818,ext_flash,func,FUN_000fb818,0x4C,ghidra passat_azx_ori.bin 2026-09-15 @0FB818,hypothesis,ghidra,
0x0FB93C,0x0FB93C,ext_flash,func,FUN_000fb93c,0x38,ghidra passat_azx_ori.bin 2026-09-15 @0FB93C,hypothesis,ghidra,
0x0FB974,0x0FB974,ext_flash,func,FUN_000fb974,0x170,ghidra passat_azx_ori.bin 2026-09-15 @0FB974,hypothesis,ghidra,
0x0FBC18,0x0FBC18,ext_flash,func,FUN_000fbc18,0x48,ghidra passat_azx_ori.bin 2026-09-15 @0FBC18,hypothesis,ghidra,
0x0FBC60,0x0FBC60,ext_flash,func,FUN_000fbc60,0x48,ghidra passat_azx_ori.bin 2026-09-15 @0FBC60,hypothesis,ghidra,
0x0FBCA8,0x0FBCA8,ext_flash,func,FUN_000fbca8,0x1C8,ghidra passat_azx_ori.bin 2026-09-15 @0FBCA8,hypothesis,ghidra,
0x0FBE74,0x0FBE74,ext_flash,func,FUN_000fbe74,0x3D8,ghidra passat_azx_ori.bin 2026-09-15 @0FBE74,hypothesis,ghidra,
0x0FC250,0x0FC250,ext_flash,func,FUN_000fc250,0x40C,ghidra passat_azx_ori.bin 2026-09-15 @0FC250,hypothesis,ghidra,
0x0FC65C,0x0FC65C,ext_flash,func,FUN_000fc65c,0xF0,ghidra passat_azx_ori.bin 2026-09-15 @0FC65C,hypothesis,ghidra,
0x0FC74C,0x0FC74C,ext_flash,func,FUN_000fc74c,0x424,ghidra passat_azx_ori.bin 2026-09-15 @0FC74C,hypothesis,ghidra,
0x0FCB74,0x0FCB74,ext_flash,func,FUN_000fcb74,0x270,ghidra passat_azx_ori.bin 2026-09-15 @0FCB74,hypothesis,ghidra,
0x0FCDE4,0x0FCDE4,ext_flash,func,FUN_000fcde4,0x22C,ghidra passat_azx_ori.bin 2026-09-15 @0FCDE4,hypothesis,ghidra,
0x0FD010,0x0FD010,ext_flash,func,FUN_000fd010,0x118,ghidra passat_azx_ori.bin 2026-09-15 @0FD010,hypothesis,ghidra,
0x0FD128,0x0FD128,ext_flash,func,FUN_000fd128,0xF4,ghidra passat_azx_ori.bin 2026-09-15 @0FD128,hypothesis,ghidra,
0x0FD244,0x0FD244,ext_flash,func,FUN_000fd244,0x114,ghidra passat_azx_ori.bin 2026-09-15 @0FD244,hypothesis,ghidra,
0x0FD358,0x0FD358,ext_flash,func,FUN_000fd358,0xC4,ghidra passat_azx_ori.bin 2026-09-15 @0FD358,hypothesis,ghidra,
0x0FD41C,0x0FD41C,ext_flash,func,FUN_000fd41c,0x30,ghidra passat_azx_ori.bin 2026-09-15 @0FD41C,hypothesis,ghidra,
0x0FD44C,0x0FD44C,ext_flash,func,FUN_000fd44c,0x1F0,ghidra passat_azx_ori.bin 2026-09-15 @0FD44C,hypothesis,ghidra,
0x0FD63C,0x0FD63C,ext_flash,func,FUN_000fd63c,0x12C,ghidra passat_azx_ori.bin 2026-09-15 @0FD63C,hypothesis,ghidra,
0x0FD810,0x0FD810,ext_flash,func,FUN_000fd810,0x158,ghidra passat_azx_ori.bin 2026-09-15 @0FD810,hypothesis,ghidra,
0x0FD968,0x0FD968,ext_flash,func,FUN_000fd968,0x2B0,ghidra passat_azx_ori.bin 2026-09-15 @0FD968,hypothesis,ghidra,
0x0FDC18,0x0FDC18,ext_flash,func,FUN_000fdc18,0x320,ghidra passat_azx_ori.bin 2026-09-15 @0FDC18,hypothesis,ghidra,
0x0FDF38,0x0FDF38,ext_flash,func,FUN_000fdf38,0xFC,ghidra passat_azx_ori.bin 2026-09-15 @0FDF38,hypothesis,ghidra,
0x0FE034,0x0FE034,ext_flash,func,FUN_000fe034,0xAC,ghidra passat_azx_ori.bin 2026-09-15 @0FE034,hypothesis,ghidra,
0x0FE0E4,0x0FE0E4,ext_flash,func,FUN_000fe0e4,0x6D0,ghidra passat_azx_ori.bin 2026-09-15 @0FE0E4,hypothesis,ghidra,
0x0FE7B4,0x0FE7B4,ext_flash,func,FUN_000fe7b4,0x1E0,ghidra passat_azx_ori.bin 2026-09-15 @0FE7B4,hypothesis,ghidra,
0x0FEB24,0x0FEB24,ext_flash,func,FUN_000feb24,0xA70,ghidra passat_azx_ori.bin 2026-09-15 @0FEB24,hypothesis,ghidra,
0x0FF598,0x0FF598,ext_flash,func,FUN_000ff598,0x1AC,ghidra passat_azx_ori.bin 2026-09-15 @0FF598,hypothesis,ghidra,
0x0FF79C,0x0FF79C,ext_flash,func,FUN_000ff79c,0x384,ghidra passat_azx_ori.bin 2026-09-15 @0FF79C,hypothesis,ghidra,
0x0FFB20,0x0FFB20,ext_flash,func,FUN_000ffb20,0x948,ghidra passat_azx_ori.bin 2026-09-15 @0FFB20,hypothesis,ghidra,
0x1004D8,0x1004D8,ext_flash,func,FUN_001004d8,0xB8,ghidra passat_azx_ori.bin 2026-09-15 @1004D8,hypothesis,ghidra,
0x100594,0x100594,ext_flash,func,FUN_00100594,0x300,ghidra passat_azx_ori.bin 2026-09-15 @100594,hypothesis,ghidra,
0x100894,0x100894,ext_flash,func,FUN_00100894,0x108,ghidra passat_azx_ori.bin 2026-09-15 @100894,hypothesis,ghidra,
0x10099C,0x10099C,ext_flash,func,FUN_0010099c,0x270,ghidra passat_azx_ori.bin 2026-09-15 @10099C,hypothesis,ghidra,
0x100C0C,0x100C0C,ext_flash,func,FUN_00100c0c,0x210,ghidra passat_azx_ori.bin 2026-09-15 @100C0C,hypothesis,ghidra,
0x100FCC,0x100FCC,ext_flash,func,FUN_00100fcc,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @100FCC,hypothesis,ghidra,
0x100FF8,0x100FF8,ext_flash,func,FUN_00100ff8,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @100FF8,hypothesis,ghidra,
0x101274,0x101274,ext_flash,func,FUN_00101274,0x118,ghidra passat_azx_ori.bin 2026-09-15 @101274,hypothesis,ghidra,
0x101418,0x101418,ext_flash,func,FUN_00101418,0x24,ghidra passat_azx_ori.bin 2026-09-15 @101418,hypothesis,ghidra,
0x10143C,0x10143C,ext_flash,func,FUN_0010143c,0x58,ghidra passat_azx_ori.bin 2026-09-15 @10143C,hypothesis,ghidra,
0x101494,0x101494,ext_flash,func,FUN_00101494,0x294,ghidra passat_azx_ori.bin 2026-09-15 @101494,hypothesis,ghidra,
0x101728,0x101728,ext_flash,func,FUN_00101728,0x10C,ghidra passat_azx_ori.bin 2026-09-15 @101728,hypothesis,ghidra,
0x101834,0x101834,ext_flash,func,FUN_00101834,0x90,ghidra passat_azx_ori.bin 2026-09-15 @101834,hypothesis,ghidra,
0x1018C4,0x1018C4,ext_flash,func,FUN_001018c4,0x4,ghidra passat_azx_ori.bin 2026-09-15 @1018C4,hypothesis,ghidra,
0x1018C8,0x1018C8,ext_flash,func,FUN_001018c8,0x348,ghidra passat_azx_ori.bin 2026-09-15 @1018C8,hypothesis,ghidra,
0x101C14,0x101C14,ext_flash,func,FUN_00101c14,0x4F8,ghidra passat_azx_ori.bin 2026-09-15 @101C14,hypothesis,ghidra,
0x10210C,0x10210C,ext_flash,func,FUN_0010210c,0x124,ghidra passat_azx_ori.bin 2026-09-15 @10210C,hypothesis,ghidra,
0x102230,0x102230,ext_flash,func,FUN_00102230,0x240,ghidra passat_azx_ori.bin 2026-09-15 @102230,hypothesis,ghidra,
0x102470,0x102470,ext_flash,func,FUN_00102470,0x4,ghidra passat_azx_ori.bin 2026-09-15 @102470,hypothesis,ghidra,
0x102474,0x102474,ext_flash,func,FUN_00102474,0x5FC,ghidra passat_azx_ori.bin 2026-09-15 @102474,hypothesis,ghidra,
0x102A70,0x102A70,ext_flash,func,FUN_00102a70,0x58,ghidra passat_azx_ori.bin 2026-09-15 @102A70,hypothesis,ghidra,
0x102AC8,0x102AC8,ext_flash,func,FUN_00102ac8,0x40,ghidra passat_azx_ori.bin 2026-09-15 @102AC8,hypothesis,ghidra,
0x102B0C,0x102B0C,ext_flash,func,FUN_00102b0c,0x3F8,ghidra passat_azx_ori.bin 2026-09-15 @102B0C,hypothesis,ghidra,
0x103068,0x103068,ext_flash,func,FUN_00103068,0x170,ghidra passat_azx_ori.bin 2026-09-15 @103068,hypothesis,ghidra,
0x1032FC,0x1032FC,ext_flash,func,FUN_001032fc,0x2AC,ghidra passat_azx_ori.bin 2026-09-15 @1032FC,hypothesis,ghidra,
0x103618,0x103618,ext_flash,func,FUN_00103618,0x728,ghidra passat_azx_ori.bin 2026-09-15 @103618,hypothesis,ghidra,
0x103D40,0x103D40,ext_flash,func,FUN_00103d40,0x2F8,ghidra passat_azx_ori.bin 2026-09-15 @103D40,hypothesis,ghidra,
0x104110,0x104110,ext_flash,func,FUN_00104110,0x1FC,ghidra passat_azx_ori.bin 2026-09-15 @104110,hypothesis,ghidra,
0x10430C,0x10430C,ext_flash,func,FUN_0010430c,0xB8,ghidra passat_azx_ori.bin 2026-09-15 @10430C,hypothesis,ghidra,
0x1043C8,0x1043C8,ext_flash,func,FUN_001043c8,0x3E38,ghidra passat_azx_ori.bin 2026-09-15 @1043C8,hypothesis,ghidra,
0x108204,0x108204,ext_flash,func,FUN_00108204,0x4E8,ghidra passat_azx_ori.bin 2026-09-15 @108204,hypothesis,ghidra,
0x1086F0,0x1086F0,ext_flash,func,FUN_001086f0,0xFC,ghidra passat_azx_ori.bin 2026-09-15 @1086F0,hypothesis,ghidra,
0x108870,0x108870,ext_flash,func,FUN_00108870,0xDC,ghidra passat_azx_ori.bin 2026-09-15 @108870,hypothesis,ghidra,
0x108950,0x108950,ext_flash,func,FUN_00108950,0x178C,ghidra passat_azx_ori.bin 2026-09-15 @108950,hypothesis,ghidra,
0x10A144,0x10A144,ext_flash,func,FUN_0010a144,0x1E4,ghidra passat_azx_ori.bin 2026-09-15 @10A144,hypothesis,ghidra,
0x10A32C,0x10A32C,ext_flash,func,FUN_0010a32c,0xFC4,ghidra passat_azx_ori.bin 2026-09-15 @10A32C,hypothesis,ghidra,
0x10B2F4,0x10B2F4,ext_flash,func,FUN_0010b2f4,0x1580,ghidra passat_azx_ori.bin 2026-09-15 @10B2F4,hypothesis,ghidra,
0x10C874,0x10C874,ext_flash,func,FUN_0010c874,0x2C0,ghidra passat_azx_ori.bin 2026-09-15 @10C874,hypothesis,ghidra,
0x10CB34,0x10CB34,ext_flash,func,FUN_0010cb34,0x98,ghidra passat_azx_ori.bin 2026-09-15 @10CB34,hypothesis,ghidra,
0x10CBCC,0x10CBCC,ext_flash,func,FUN_0010cbcc,0x1B0,ghidra passat_azx_ori.bin 2026-09-15 @10CBCC,hypothesis,ghidra,
0x10CD7C,0x10CD7C,ext_flash,func,FUN_0010cd7c,0x778,ghidra passat_azx_ori.bin 2026-09-15 @10CD7C,hypothesis,ghidra,
0x10D4F8,0x10D4F8,ext_flash,func,FUN_0010d4f8,0x22DC,ghidra passat_azx_ori.bin 2026-09-15 @10D4F8,hypothesis,ghidra,
0x10F7D4,0x10F7D4,ext_flash,func,FUN_0010f7d4,0x4F8,ghidra passat_azx_ori.bin 2026-09-15 @10F7D4,hypothesis,ghidra,
0x10FF54,0x10FF54,ext_flash,func,FUN_0010ff54,0x1E90,ghidra passat_azx_ori.bin 2026-09-15 @10FF54,hypothesis,ghidra,
